carat,cut,color,clarity,depth,table,price,x,y,z,price_capped,price_per_carat
0.81,Ideal,F,SI2,62.6,55.0,2795,5.92,5.96,3.72,2795.0,3450.617283950617
0.72,Good,F,VS1,60.7,60.0,2795,5.74,5.72,3.48,2795.0,3881.944444444445
0.72,Premium,D,SI2,62.0,60.0,2795,5.73,5.69,3.54,2795.0,3881.944444444445
0.72,Premium,I,IF,63.0,57.0,2795,5.72,5.7,3.6,2795.0,3881.944444444445
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57,2795.0,3450.617283950617
0.72,Premium,G,VS2,62.9,57.0,2795,5.73,5.65,3.58,2795.0,3881.944444444445
1.0,Premium,I,SI2,58.2,60.0,2795,6.61,6.55,3.83,2795.0,2795.0
0.73,Good,E,SI1,63.2,58.0,2796,5.7,5.76,3.62,2796.0,3830.13698630137
0.81,Very Good,H,SI2,61.3,59.0,2797,5.94,6.01,3.66,2797.0,3453.0864197530864
0.81,Very Good,E,SI1,60.3,60.0,2797,6.07,6.1,3.67,2797.0,3453.0864197530864
0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,3.57,2797.0,3939.43661971831
0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,3.52,2797.0,3939.43661971831
0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,3.52,2797.0,3939.43661971831
0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,5.35,3.31,2797.0,4907.01754385965
0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17,2797.0,5484.313725490196
0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55,2797.0,3884.722222222222
0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58,2797.0,3779.7297297297296
0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58,2797.0,3779.7297297297296
0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,3.44,2797.0,3995.714285714286
0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67,2797.0,3496.25
1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13,2797.0,2769.3069306930693
0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,5.82,3.72,2797.0,3496.25
0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62,2798.0,3633.7662337662337
0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61,2799.0,3372.289156626506
0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,3.74,2799.0,3413.4146341463415
0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,2799.0,3588.461538461538
0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35,2800.0,4666.666666666667
0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,3.79,2800.0,3111.111111111111
0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5,2800.0,4000.0000000000005
0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,3.8,2800.0,3111.111111111111
0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76,2800.0,3373.4939759036147
0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,2800.0,3373.4939759036147
0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,3.74,2800.0,3373.4939759036147
0.74,Premium,G,VS1,62.9,60.0,2800,5.74,5.68,3.59,2800.0,3783.7837837837837
0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67,2800.0,3544.3037974683543
0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39,2800.0,4590.163934426229
0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46,2800.0,3684.2105263157896
0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,2801.0,2917.7083333333335
0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61,2801.0,3836.986301369863
0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59,2801.0,3836.986301369863
0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59,2801.0,3734.6666666666665
0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53,2801.0,3945.0704225352115
0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,2801.0,3945.0704225352115
0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3.59,2801.0,3945.0704225352115
0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56,2801.0,3945.0704225352115
1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0,2801.0,2693.2692307692305
1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98,2801.0,2801.0
0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,2802.0,3220.689655172414
0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24,2802.0,5286.792452830188
0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3.59,2802.0,3891.666666666667
0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6,2802.0,3891.666666666667
0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3.55,2803.0,4004.2857142857147
0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,5.79,3.66,2803.0,3787.837837837838
0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,2803.0,3947.887323943662
0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,2803.0,3839.72602739726
0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,2803.0,4004.2857142857147
0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,2803.0,3947.887323943662
0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38,2803.0,3947.887323943662
0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,2803.0,3947.887323943662
0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,2803.0,3640.2597402597403
0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,2803.0,3947.887323943662
0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,2803.0,3593.5897435897436
0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59,2803.0,3947.887323943662
0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,2803.0,3080.21978021978
0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,2804.0,3949.2957746478874
0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3.63,2804.0,3949.2957746478874
0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,2804.0,3505.0
0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56,2804.0,4005.714285714286
0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,2804.0,3894.444444444445
0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,2804.0,3894.444444444445
0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,2804.0,3419.512195121951
0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,2804.0,4005.714285714286
0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,2804.0,3894.444444444445
0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,2804.0,3894.444444444445
0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,2804.0,3115.5555555555557
0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,2805.0,3790.5405405405404
0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,2805.0,3790.5405405405404
0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,2805.0,3842.4657534246576
0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16,2805.0,4921.0526315789475
0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,2805.0,3842.4657534246576
0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,2805.0,3895.8333333333335
0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,2805.0,3790.5405405405404
0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,2805.0,3420.7317073170734
0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69,2806.0,3464.1975308641972
0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,2806.0,3741.3333333333335
0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,2806.0,4008.571428571429
0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,2807.0,3953.5211267605637
0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,2807.0,3953.5211267605637
0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,2807.0,3018.279569892473
0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,2808.0,3510.0
0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,2808.0,4011.4285714285716
1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07,2808.0,2808.0
0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,2808.0,3744.0
0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,2808.0,4841.379310344828
0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61,2808.0,3846.5753424657537
0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,2809.0,3467.901234567901
0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,2809.0,3467.901234567901
0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,2809.0,3956.3380281690143
1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,2809.0,2340.8333333333335
0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,2810.0,4014.2857142857147
0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,2810.0,4014.2857142857147
0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,2810.0,3797.2972972972975
0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,2810.0,4014.2857142857147
0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,2810.0,3512.5
0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,2811.0,3748.0
0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,2811.0,3386.7469879518076
1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,2811.0,2811.0
0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,2811.0,2839.3939393939395
0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,2812.0,4017.1428571428573
0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,2812.0,4017.1428571428573
0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,2812.0,4017.1428571428573
0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49,2812.0,4017.1428571428573
0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73,554.0,1731.25
0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74,554.0,1731.25
0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72,554.0,1731.25
0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67,554.0,1731.25
0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76,554.0,1731.25
0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7,554.0,1731.25
0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62,554.0,1846.6666666666667
0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64,554.0,1846.6666666666667
0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68,554.0,1846.6666666666667
0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71,554.0,1846.6666666666667
0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7,554.0,1846.6666666666667
0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67,554.0,1846.6666666666667
0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69,554.0,1846.6666666666667
0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78,554.0,1731.25
0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95,554.0,1678.7878787878788
0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66,555.0,1913.793103448276
0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63,555.0,1913.793103448276
0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68,555.0,1790.3225806451612
0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76,555.0,1632.3529411764705
0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75,555.0,1632.3529411764705
0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78,555.0,1632.3529411764705
0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8,555.0,1632.3529411764705
0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68,555.0,1850.0
0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64,555.0,1913.793103448276
0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77,555.0,1585.7142857142858
0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9,555.0,1290.6976744186047
0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7,556.0,1737.5
0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82,556.0,1544.4444444444446
0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66,556.0,1853.3333333333335
0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52,556.0,2138.4615384615386
0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,2812.0,4017.1428571428573
0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46,2812.0,4017.1428571428573
0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56,2812.0,3960.56338028169
0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,2812.0,2840.4040404040406
0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,2812.0,3852.054794520548
0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18,2812.0,5513.725490196079
0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,2813.0,3091.208791208791
0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,2813.0,3348.809523809524
0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,2813.0,3091.208791208791
0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,2814.0,3702.6315789473683
0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,2814.0,3702.6315789473683
0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,2814.0,3752.0
0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,2815.0,5118.181818181818
0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49,2815.0,3703.9473684210525
0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,2815.0,3804.054054054054
0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,2815.0,4021.4285714285716
0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,2815.0,4021.4285714285716
0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,2815.0,4021.4285714285716
0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,2815.0,4021.4285714285716
0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,2815.0,3127.777777777778
0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68,2815.0,2963.157894736842
0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,2815.0,3162.921348314607
0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,2815.0,3909.722222222222
0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,2815.0,2932.291666666667
1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94,2815.0,2759.8039215686276
0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,2816.0,3610.25641025641
0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,2816.0,4616.393442622951
0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,2816.0,3966.1971830985917
0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,2816.0,3610.25641025641
0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,2816.0,3236.7816091954023
0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,2816.0,3392.7710843373497
0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,2817.0,3967.605633802817
0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,2817.0,3967.605633802817
0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,2817.0,3967.605633802817
0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,2817.0,3967.605633802817
0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38,2817.0,4471.428571428572
0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46,2817.0,3967.605633802817
0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54,2817.0,3967.605633802817
0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,2817.0,3967.605633802817
0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,2817.0,3967.605633802817
0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,2817.0,3130.0
0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,2817.0,3967.605633802817
0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,2818.0,4025.714285714286
0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,2818.0,4025.714285714286
0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,2818.0,4025.714285714286
1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93,2818.0,2818.0
0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73,2818.0,3276.7441860465115
0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,2818.0,3522.5
0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,2818.0,4025.714285714286
0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,2818.0,4025.714285714286
0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5,2818.0,4025.714285714286
0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,2818.0,4025.714285714286
1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,2818.0,2818.0
0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,2819.0,3915.277777777778
0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,2819.0,3915.277777777778
0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45,2819.0,4027.1428571428573
0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83,2819.0,3277.906976744186
0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,2820.0,3971.8309859154933
0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,2821.0,3761.3333333333335
0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54,2821.0,3864.3835616438355
0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22,2821.0,5322.641509433962
0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,2821.0,3864.3835616438355
0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,2821.0,3864.3835616438355
0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,2821.0,3864.3835616438355
0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,2821.0,3864.3835616438355
0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,2821.0,3864.3835616438355
0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,2821.0,3864.3835616438355
0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,2822.0,4031.4285714285716
0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,2822.0,3919.444444444445
0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,2822.0,3919.444444444445
0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,2822.0,3919.444444444445
0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44,2822.0,4031.4285714285716
0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34,2822.0,4703.333333333334
0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,2822.0,3813.5135135135138
0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58,2822.0,3865.753424657534
0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,2822.0,3974.647887323944
0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52,2822.0,3974.647887323944
0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48,2822.0,4031.4285714285716
0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,2822.0,4031.4285714285716
0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,2822.0,3135.5555555555557
0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,2822.0,3974.647887323944
0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,2822.0,4031.4285714285716
0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,2822.0,4031.4285714285716
0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,2822.0,4031.4285714285716
0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,2822.0,4031.4285714285716
0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,2822.0,4031.4285714285716
0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,2822.0,4031.4285714285716
0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,2822.0,4031.4285714285716
0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49,2822.0,4031.4285714285716
0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52,2822.0,4031.4285714285716
0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,3.69,2823.0,3573.417721518987
0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,2823.0,3136.6666666666665
0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,2823.0,3976.056338028169
0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,2823.0,4627.868852459016
0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,2823.0,3136.6666666666665
0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,2823.0,3976.056338028169
0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,2824.0,3977.4647887323945
0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63,2824.0,3667.5324675324673
0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,2824.0,3816.2162162162163
0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74,2824.0,3443.9024390243903
0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67,2824.0,3443.9024390243903
0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54,2825.0,3978.8732394366198
0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64,2825.0,3403.6144578313256
0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58,2825.0,3869.8630136986303
0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,2825.0,3403.6144578313256
1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13,2825.0,2414.5299145299145
0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81,2825.0,3104.395604395604
0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58,2826.0,3871.232876712329
0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,3.38,2826.0,4037.1428571428573
0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79,2826.0,3140.0
0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5,2826.0,4037.1428571428573
0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54,2826.0,4037.1428571428573
0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42,2826.0,4037.1428571428573
0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88,2826.0,3140.0
0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62,2826.0,3623.076923076923
0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88,2826.0,2943.75
0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54,2827.0,4038.571428571429
0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64,2827.0,3926.388888888889
0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71,2827.0,3578.481012658228
0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52,2827.0,4038.571428571429
0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54,2827.0,4038.571428571429
0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,3.49,2828.0,4040.0000000000005
1.01,Premium,H,SI2,61.6,61.0,2828,6.39,6.31,3.91,2828.0,2800.0
0.72,Premium,F,VS1,62.2,58.0,2829,5.75,5.7,3.56,2829.0,3929.166666666667
0.8,Good,E,SI2,63.7,54.0,2829,5.91,5.87,3.75,2829.0,3536.25
0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33,2829.0,4794.9152542372885
0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,5.74,3.55,2829.0,3929.166666666667
0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62,2829.0,3772.0
0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,3.63,2829.0,3536.25
0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,5.7,3.56,2830.0,3985.9154929577467
0.77,Very Good,H,SI1,61.7,56.0,2830,5.84,5.89,3.62,2830.0,3675.3246753246754
0.97,Ideal,F,I1,60.7,56.0,2830,6.41,6.43,3.9,2830.0,2917.5257731958764
0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19,2830.0,5339.622641509433
0.53,Ideal,F,VVS1,61.8,57.0,2830,5.16,5.19,3.2,2830.0,5339.622641509433
0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7,2830.0,3537.5
